Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Ganhadores_15_Numeros,Ganhadores_14_Numeros,Ganhadores_13_Numeros,Ganhadores_12_Numeros,Ganhadores_11_Numeros,Valor_Rateio_15_Numeros,Valor_Rateio_14_Numeros
184,1/8/2007,1,3,7,8,9,10,11,15,16,17,18,19,21,23,25,3,423,43275,270561,1208438,"R$ 282.071,90","R$ 857,36"
185,1/11/2007,1,2,4,6,7,8,9,11,12,15,17,19,20,23,25,3,489,16699,211910,1027602,"R$ 298.398,38","R$ 781,59"
186,1/15/2007,2,4,5,6,11,12,13,16,17,18,19,22,23,24,25,2,338,13786,217999,1189905,"R$ 628.034,83","R$ 1.592,65"
187,1/18/2007,1,3,11,12,13,15,16,17,18,19,21,22,23,24,25,2,636,53783,192863,1064100,"R$ 374.968,40","R$ 503,43"
188,1/22/2007,2,3,5,8,10,11,13,16,19,20,21,22,23,24,25,6,515,19440,252304,1384753,"R$ 167.432,00","R$ 836,00"
189,1/25/2007,1,2,4,5,6,7,9,13,16,18,19,20,22,23,24,2,324,16766,159294,930299,"R$ 497.279,18","R$ 1.315,56"
190,1/29/2007,1,3,4,5,7,8,11,13,14,15,16,18,19,23,24,3,583,19039,240715,1257119,"R$ 350.459,97","R$ 769,96"
191,2/1/2007,2,5,8,9,10,12,13,15,17,18,19,20,21,22,23,1,412,15024,213016,997044,"R$ 964.343,13","R$ 1.003,13"
192,2/5/2007,1,2,3,4,5,6,11,13,14,15,16,21,22,23,24,3,754,34386,197879,1082451,"R$ 435.921,62","R$ 740,51"
193,2/8/2007,1,2,3,4,5,8,9,10,14,15,16,19,20,21,25,2,316,11974,141482,846030,"R$ 670.419,19","R$ 1.818,50"
194,2/12/2007,2,7,8,9,10,12,13,14,15,17,18,21,22,23,25,1,354,14957,233715,1231332,"R$ 1.197.208,94","R$ 1.449,40"
195,2/15/2007,2,3,4,6,7,8,9,11,12,14,17,18,19,22,23,10,1073,38496,230650,1015550,"R$ 86.522,69","R$ 344,28"
196,2/22/2007,2,3,4,5,10,14,15,16,17,19,20,22,23,24,25,1,323,13239,208826,1170750,"R$ 1.278.818,47","R$ 1.696,80"
197,2/26/2007,3,4,5,6,7,8,9,10,12,13,18,20,21,22,23,4,451,16365,189310,1075584,"R$ 327.278,19","R$ 1.244,01"
198,3/1/2007,1,2,4,5,6,7,13,14,15,16,17,18,20,21,25,3,283,10301,141305,840903,"R$ 409.715,30","R$ 1.861,40"
199,3/5/2007,1,2,3,4,5,6,9,11,12,15,19,20,21,22,23,1,381,13664,178579,1124850,"R$ 1.321.388,89","R$ 1.486,38"
200,3/8/2007,1,2,4,5,8,9,11,12,13,14,15,16,21,23,24,2,280,12673,191340,1015452,"R$ 519.190,74","R$ 1.589,36"
201,3/12/2007,1,2,4,5,8,9,10,11,12,13,14,15,19,20,22,4,614,22333,262852,1261685,"R$ 262.310,00","R$ 729,59"
202,3/15/2007,1,3,5,10,11,13,14,16,17,18,19,21,22,23,24,0,269,12150,175505,1105371,"R$ 0,00","R$ 1.703,36"
203,3/19/2007,1,2,3,4,5,6,7,12,13,14,17,18,23,24,25,15,1447,32382,318444,1557370,"R$ 151.893,08","R$ 356,80"
204,3/22/2007,2,3,4,5,7,8,11,14,15,16,17,22,23,24,25,4,566,20023,239733,1095166,"R$ 233.188,57","R$ 703,60"
205,3/26/2007,2,3,4,9,10,11,12,14,15,16,17,18,21,22,25,1,322,11225,159125,963861,"R$ 1.651.759,41","R$ 2.198,44"
206,3/29/2007,2,3,5,8,9,11,12,13,14,15,16,17,20,21,22,2,270,10506,142271,908597,"R$ 590.228,22","R$ 1.873,74"
207,4/2/2007,1,2,3,4,6,9,10,12,13,14,15,17,19,20,22,1,364,14813,231395,1202103,"R$ 1.211.903,70","R$ 1.426,89"
208,4/5/2007,1,3,4,6,7,9,10,11,12,14,15,16,19,23,24,2,381,12101,149390,870271,"R$ 534.367,26","R$ 1.202,18"
209,4/9/2007,1,3,5,6,7,9,10,14,15,18,19,21,22,24,25,3,267,11913,161154,926604,"R$ 425.084,14","R$ 2.046,96"
210,4/12/2007,3,5,7,9,10,11,13,14,15,16,18,21,22,23,24,2,533,18516,224602,1065835,"R$ 467.257,17","R$ 748,57"
211,4/16/2007,1,2,4,6,8,10,11,12,14,16,17,18,22,24,25,12,2051,36077,258629,1136150,"R$ 92.363,73","R$ 230,72"
212,4/19/2007,1,3,4,6,8,9,10,11,12,14,16,19,20,22,23,3,497,18605,187834,953316,"R$ 356.439,49","R$ 922,09"
213,4/23/2007,1,3,4,5,8,9,10,11,16,18,19,21,23,24,25,0,331,13114,188730,1138481,"R$ 0,00","R$ 1.367,72"
214,4/26/2007,1,2,3,4,9,11,13,14,15,18,19,20,22,24,25,2,386,21187,225619,1305857,"R$ 1.099.865,39","R$ 1.269,50"
215,4/30/2007,1,3,4,5,7,9,11,12,14,15,17,18,19,23,25,4,1009,35510,302969,1254385,"R$ 160.486,33","R$ 271,64"
216,5/3/2007,2,3,4,5,6,7,9,10,11,13,17,19,21,24,25,3,479,17238,215394,1040245,"R$ 292.829,11","R$ 783,02"
217,5/7/2007,2,3,4,5,6,7,9,10,11,12,16,17,19,21,25,2,548,39451,196007,1096546,"R$ 641.708,91","R$ 1.003,71"
218,5/10/2007,2,5,7,8,11,12,13,14,15,16,17,20,21,22,25,1,349,20284,151533,942198,"R$ 1.295.114,22","R$ 1.590,40"
219,5/14/2007,2,3,6,8,9,11,14,16,17,18,19,22,23,24,25,1,334,14810,202799,1139236,"R$ 1.321.125,73","R$ 1.695,20"
220,5/17/2007,5,9,10,12,13,14,15,16,17,18,20,21,23,24,25,0,275,12225,180556,912407,"R$ 0,00","R$ 1.847,51"
221,5/21/2007,1,2,3,6,7,8,10,12,16,17,19,20,21,23,25,2,382,16379,218172,1280912,"R$ 1.431.076,01","R$ 1.881,08"
222,5/24/2007,1,3,4,5,6,7,8,9,12,15,18,21,22,23,24,1,232,9982,160368,915510,"R$ 1.137.537,20","R$ 2.101,36"
223,5/28/2007,2,4,7,9,10,11,12,13,14,16,20,21,22,23,24,0,371,15354,198520,1110738,"R$ 0,00","R$ 1.478,50"
224,5/31/2007,4,6,8,9,10,11,12,13,15,18,19,20,21,23,24,4,364,14879,202689,1195711,"R$ 674.947,70","R$ 1.671,79"
225,6/4/2007,1,2,3,5,7,8,13,14,15,18,19,20,22,23,25,3,912,29008,279442,1416966,"R$ 314.688,25","R$ 441,96"
226,6/8/2007,4,5,8,10,11,13,14,15,16,17,18,19,20,21,25,1,238,9088,135676,887477,"R$ 1.033.333,31","R$ 1.860,74"
227,6/11/2007,1,5,7,8,9,10,12,14,15,17,18,19,20,21,22,3,313,12127,168590,958513,"R$ 426.727,90","R$ 1.752,87"
228,6/14/2007,2,4,10,11,12,13,14,15,16,17,18,19,20,24,25,7,510,12306,199913,991171,"R$ 162.006,70","R$ 952,98"
229,6/18/2007,2,6,8,9,10,11,12,13,14,15,16,17,20,23,25,3,322,12883,210219,1189925,"R$ 451.708,06","R$ 1.803,62"
230,6/21/2007,1,2,3,4,5,6,8,10,11,13,14,15,17,22,24,1,656,21649,267144,1107051,"R$ 912.992,46","R$ 594,21"
231,6/25/2007,1,2,5,6,7,10,12,15,16,17,18,19,21,24,25,1,366,14413,170116,1009785,"R$ 1.574.316,19","R$ 1.843,46"
232,6/28/2007,4,5,6,9,11,12,13,14,16,17,18,21,23,24,25,1,252,10957,164814,946981,"R$ 1.197.922,11","R$ 2.037,28"
233,7/2/2007,1,2,3,4,5,6,7,8,9,12,13,14,17,19,21,8,820,24183,291569,1234674,"R$ 122.409,35","R$ 509,88"
234,7/5/2007,1,2,3,4,5,9,11,12,13,14,15,17,21,22,24,1,676,39252,226627,1231982,"R$ 889.594,53","R$ 561,85"
235,7/9/2007,1,8,10,12,13,14,15,16,17,18,19,21,23,24,25,4,475,16531,263639,1103205,"R$ 248.234,57","R$ 895,89"
236,7/12/2007,1,3,4,5,7,8,9,12,13,15,16,21,22,23,25,0,359,16808,225582,1248389,"R$ 0,00","R$ 1.298,37"
237,7/16/2007,4,5,6,7,9,12,13,15,16,18,19,20,21,22,23,5,759,22024,267999,1388224,"R$ 545.832,17","R$ 926,91"
238,7/19/2007,1,3,4,6,11,12,13,14,15,17,19,20,21,23,24,1,319,12604,177262,1112538,"R$ 1.158.825,53","R$ 1.556,87"
239,7/23/2007,1,3,5,6,7,9,10,13,14,15,16,19,22,23,25,4,736,22562,264149,1294387,"R$ 268.193,92","R$ 622,31"
240,7/26/2007,1,2,4,9,10,11,13,14,15,16,18,19,21,22,23,1,395,14664,181955,1027526,"R$ 1.076.749,80","R$ 1.168,26"
241,7/30/2007,3,4,5,8,9,12,13,14,15,17,20,21,23,24,25,6,550,18840,248779,1368593,"R$ 162.955,29","R$ 758,98"
242,8/2/2007,2,5,6,8,9,13,14,15,16,17,18,19,21,22,23,2,500,16629,210405,1126014,"R$ 553.900,01","R$ 949,54"
243,8/6/2007,1,2,3,4,5,7,12,13,16,17,18,20,21,23,25,0,395,15691,239166,1305797,"R$ 0,00","R$ 1.431,01"
244,8/9/2007,3,5,6,7,9,10,11,12,14,15,18,20,21,22,24,4,654,22161,252057,1277102,"R$ 761.115,43","R$ 1.130,76"
245,8/13/2007,1,2,6,7,9,10,11,12,14,15,16,18,19,24,25,1,397,17309,203970,1148741,"R$ 1.602.862,09","R$ 1.730,33"
246,8/16/2007,1,4,5,7,8,9,10,12,13,15,17,18,21,24,25,2,646,17875,209948,1210961,"R$ 514.572,62","R$ 680,17"
247,8/20/2007,1,2,3,4,7,8,9,14,15,16,17,19,22,23,25,1,746,22515,262704,1367044,"R$ 1.100.400,40","R$ 629,77"
248,8/23/2007,1,2,5,8,9,10,11,12,13,15,16,19,20,21,25,5,568,18679,213407,1182527,"R$ 205.597,54","R$ 772,71"
249,8/27/2007,4,5,7,8,9,10,12,14,15,17,18,21,22,23,25,4,456,20710,240312,1246804,"R$ 300.690,74","R$ 1.130,42"
250,8/30/2007,1,2,3,5,9,10,12,13,15,16,17,18,19,21,23,1,456,20409,248997,1315442,"R$ 729.124,59","R$ 682,67"
251,9/3/2007,3,4,5,6,9,10,13,15,16,18,19,21,22,23,25,3,546,18852,250206,1373895,"R$ 388.791,25","R$ 915,52"
252,9/6/2007,2,3,4,6,8,11,14,15,17,18,19,22,23,24,25,1,578,23054,215463,1143748,"R$ 1.145.268,64","R$ 849,19"
253,9/10/2007,1,4,5,6,7,8,11,12,13,15,18,19,21,22,23,3,467,15696,205230,1103731,"R$ 384.999,07","R$ 1.059,96"
254,9/13/2007,2,3,4,5,6,7,8,9,11,13,14,15,16,20,23,4,344,14579,247017,1172541,"R$ 309.239,02","R$ 1.541,06"
255,9/17/2007,1,2,3,4,6,9,10,14,15,16,17,21,22,23,24,3,426,13725,186470,1138744,"R$ 574.134,62","R$ 1.732,80"
256,9/20/2007,1,2,6,7,8,9,10,12,13,15,16,18,20,22,24,6,458,17563,205198,1057444,"R$ 219.836,27","R$ 1.234,27"
257,9/24/2007,1,3,6,7,9,10,12,13,14,16,17,18,19,22,24,2,600,20544,242288,1285535,"R$ 656.028,71","R$ 937,19"
258,9/27/2007,2,4,5,6,9,12,13,14,17,19,20,21,22,24,25,6,877,21971,214688,1070083,"R$ 198.893,58","R$ 580,96"
259,10/1/2007,3,5,6,7,8,9,10,15,18,19,20,21,22,24,25,0,293,15192,173008,1099965,"R$ 0,00","R$ 2.477,16"
260,10/4/2007,1,3,4,5,6,7,8,9,11,13,14,18,19,20,24,1,422,19243,268373,1601008,"R$ 3.407.439,83","R$ 1.740,58"
261,10/8/2007,1,2,4,5,6,7,11,13,15,16,17,19,20,21,25,2,599,27065,281319,1393103,"R$ 650.009,12","R$ 930,14"
262,10/11/2007,3,4,6,7,8,9,12,13,14,15,17,20,21,23,24,1,461,23646,215284,1197030,"R$ 1.189.723,12","R$ 1.106,03"
263,10/15/2007,1,4,7,8,9,10,11,14,15,16,18,19,21,23,24,0,550,17780,199155,1014306,"R$ 0,00","R$ 963,09"
264,10/18/2007,1,3,4,6,8,9,12,13,16,19,20,21,22,23,25,6,748,21472,254846,1382097,"R$ 468.787,91","R$ 903,42"
265,10/22/2007,1,5,7,8,11,12,13,15,16,17,18,19,20,22,24,0,366,15895,206626,1269650,"R$ 0,00","R$ 1.649,50"
266,10/25/2007,1,3,4,5,6,7,9,11,14,15,18,19,21,22,24,5,819,28035,294716,1476164,"R$ 574.831,70","R$ 763,96"
267,10/29/2007,2,3,4,5,6,9,11,12,13,14,15,17,21,23,24,2,580,25552,296938,1419919,"R$ 512.949,16","R$ 755,18"
268,11/1/2007,5,6,7,8,9,10,12,14,15,16,18,19,20,23,25,1,458,15704,216481,1132430,"R$ 1.270.248,98","R$ 1.188,63"
269,11/5/2007,1,2,4,6,10,13,14,15,16,17,18,19,22,23,24,1,357,13740,208513,1166041,"R$ 1.330.336,28","R$ 1.597,04"
270,11/8/2007,1,3,4,5,6,7,8,9,14,16,18,19,23,24,25,0,456,18099,265177,1328618,"R$ 0,00","R$ 1.086,78"
271,11/12/2007,1,2,4,5,6,8,11,12,16,18,19,20,21,24,25,6,449,19649,247576,1409801,"R$ 513.005,15","R$ 1.834,26"
272,11/16/2007,1,2,4,5,8,9,11,12,13,15,17,20,23,24,25,6,872,27833,240292,1166264,"R$ 131.266,52","R$ 385,62"
273,11/19/2007,1,5,6,7,10,12,15,16,17,18,19,20,21,24,25,2,4551,12563,161163,1034372,"R$ 724.498,58","R$ 135,95"
274,11/22/2007,2,4,5,6,7,10,11,12,14,15,17,20,21,23,25,4,645,18874,202897,1037963,"R$ 312.825,36","R$ 831,43"
275,11/26/2007,1,3,5,6,8,9,10,11,12,14,15,17,18,20,22,2,657,19774,226330,1222935,"R$ 658.502,59","R$ 859,11"
276,11/29/2007,2,3,4,5,7,10,11,12,13,17,18,19,20,22,25,3,312,14987,188284,1058898,"R$ 411.743,68","R$ 1.696,75"
277,12/3/2007,2,4,9,10,11,12,13,14,16,17,21,22,23,24,25,4,525,22011,213076,1251270,"R$ 344.720,36","R$ 1.125,62"
278,12/6/2007,1,2,3,5,6,9,11,12,13,15,17,19,21,23,25,25,4310,76727,426871,1443593,"R$ 14.182,21","R$ 35,13"
279,12/10/2007,1,2,3,5,6,9,10,11,12,13,17,18,19,22,23,3,804,23945,306944,1412942,"R$ 384.377,54","R$ 612,34"
280,12/13/2007,3,4,5,6,9,10,11,13,15,16,17,19,20,24,25,7,1779,17395,224021,1249554,"R$ 186.308,88","R$ 312,99"
281,12/17/2007,1,2,3,4,8,9,10,11,12,14,15,17,19,23,25,6,683,24788,310715,1611578,"R$ 166.444,42","R$ 624,27"
282,12/20/2007,2,3,4,7,8,11,12,13,15,16,19,20,21,22,25,5,474,14750,190462,1120400,"R$ 311.399,20","R$ 1.407,77"
283,12/22/2007,1,2,4,6,8,9,10,11,12,13,19,20,22,23,24,5,359,11743,140718,677731,"R$ 125.730,62","R$ 747,63"
284,12/27/2007,1,3,5,6,7,11,12,13,15,17,19,21,22,23,25,7,3392,89618,409708,1452685,"R$ 51.508,88","R$ 45,39"
285,12/29/2007,1,4,5,8,9,10,11,12,13,14,15,16,19,22,23,3,338,13308,131095,794186,"R$ 231.166,67","R$ 879,33"
286,1/3/2008,1,2,3,4,7,9,10,11,12,13,19,21,23,24,25,3,729,27687,296552,1434986,"R$ 224.820,40","R$ 396,51"
287,1/7/2008,2,5,6,7,10,12,13,15,16,17,18,21,22,23,25,5,528,17308,223741,1228506,"R$ 270.692,90","R$ 1.098,59"
288,1/10/2008,1,2,3,4,6,9,10,12,13,14,15,18,19,24,25,1,504,18396,224846,1284701,"R$ 1.112.109,33","R$ 945,67"
289,1/14/2008,1,2,3,4,6,8,9,10,12,14,15,17,19,22,24,14,1421,34554,333071,1433297,"R$ 63.211,34","R$ 266,90"
290,1/17/2008,1,2,5,6,7,9,11,12,13,14,17,20,21,22,23,5,437,15046,198722,1215690,"R$ 244.730,42","R$ 1.200,05"
291,1/21/2008,1,2,5,7,8,10,11,12,13,14,15,17,20,23,24,5,554,19853,244168,1365109,"R$ 236.637,79","R$ 915,31"
292,1/24/2008,2,3,5,7,8,9,11,12,13,16,17,21,22,24,25,1,513,17502,203845,1145496,"R$ 1.210.021,45","R$ 1.010,88"
293,1/28/2008,1,2,3,6,9,12,13,14,15,18,19,22,23,24,25,3,722,40725,266109,1420232,"R$ 311.274,88","R$ 554,31"
294,1/31/2008,1,2,3,4,5,7,8,11,12,15,16,20,23,24,25,3,451,14533,198742,1146969,"R$ 423.387,36","R$ 1.206,99"
295,2/7/2008,2,3,4,6,10,13,15,16,17,18,19,21,23,24,25,2,336,16242,237731,1327959,"R$ 710.326,08","R$ 1.812,06"
296,2/11/2008,2,3,6,7,8,11,12,14,15,16,17,18,19,22,25,5,319,12612,181976,1088291,"R$ 317.206,80","R$ 2.130,81"
297,2/14/2008,1,4,7,8,9,10,12,14,15,16,21,22,23,24,25,0,267,11711,165948,1000928,"R$ 0,00","R$ 2.388,76"
298,2/18/2008,1,3,4,6,7,8,11,12,13,14,15,16,21,22,24,2,421,15894,227004,1522778,"R$ 1.712.831,75","R$ 1.972,31"
299,2/21/2008,3,5,6,7,8,10,13,17,18,19,20,21,22,23,24,1,261,13134,195795,1051550,"R$ 1.400.709,24","R$ 2.300,02"
300,2/25/2008,3,4,7,8,9,11,12,15,17,19,20,21,22,23,25,5,671,20196,258453,1332471,"R$ 236.323,91","R$ 754,71"
301,2/28/2008,2,3,8,9,11,12,13,14,15,17,18,19,20,22,23,4,654,20814,274101,1312404,"R$ 207.255,79","R$ 543,27"
302,3/3/2008,2,4,5,6,9,10,11,12,14,15,16,18,20,22,25,9,906,26568,243704,1152753,"R$ 154.317,67","R$ 656,98"
303,3/6/2008,2,3,4,6,8,12,15,16,17,18,20,21,22,23,24,3,343,15661,203428,1079262,"R$ 452.508,66","R$ 1.696,20"
304,3/10/2008,1,3,4,5,12,14,15,16,17,18,19,20,21,22,25,0,259,9066,148763,997021,"R$ 0,00","R$ 2.902,10"
305,3/13/2008,2,3,4,5,8,10,11,12,13,18,20,21,22,24,25,3,584,21381,283628,1490712,"R$ 1.088.299,38","R$ 1.108,90"
306,3/17/2008,1,2,4,5,8,11,12,13,14,15,16,18,19,20,25,0,320,17342,202597,1229254,"R$ 0,00","R$ 1.852,02"
307,3/20/2008,1,3,4,6,9,10,12,14,15,17,19,20,21,23,24,22,1413,32008,275894,1240760,"R$ 120.368,22","R$ 383,76"
308,3/24/2008,1,2,4,5,12,13,15,16,18,19,21,22,23,24,25,2,409,15693,236924,1225502,"R$ 506.005,32","R$ 1.060,44"
309,3/27/2008,1,2,3,4,8,9,10,13,14,16,17,20,21,22,24,2,404,12892,173688,990478,"R$ 694.576,96","R$ 1.473,64"
310,3/31/2008,2,3,5,9,10,11,14,15,16,17,18,19,21,23,24,1,425,15440,201420,1160428,"R$ 1.396.694,91","R$ 1.408,43"
311,4/3/2008,2,4,5,7,10,12,14,15,16,17,19,20,23,24,25,9,651,23806,225341,1142240,"R$ 133.572,09","R$ 791,41"
312,4/7/2008,1,2,6,8,9,10,11,12,13,16,17,18,19,22,25,1,386,16143,211127,1238109,"R$ 1.458.512,89","R$ 1.619,37"
313,4/10/2008,2,3,6,7,9,10,12,14,15,16,17,18,19,23,25,3,456,18119,231723,1255491,"R$ 381.993,94","R$ 1.077,05"
314,4/14/2008,1,2,5,6,8,9,11,12,13,14,15,19,20,21,22,1,468,17436,212788,1261900,"R$ 1.364.366,67","R$ 1.249,42"
315,4/17/2008,2,3,5,6,8,11,13,14,16,17,19,20,21,23,24,10,1080,21712,211835,1071147,"R$ 125.445,39","R$ 497,80"
316,4/22/2008,1,3,4,6,7,8,10,12,13,14,15,18,19,23,24,1,434,16372,199719,1101192,"R$ 847.060,95","R$ 836,47"
317,4/24/2008,1,2,4,5,8,9,11,14,16,18,19,21,22,24,25,3,461,16254,179587,952067,"R$ 367.450,06","R$ 1.024,80"
318,4/28/2008,3,4,5,6,9,11,12,13,14,15,16,18,21,23,25,4,429,18173,221406,1258488,"R$ 290.530,52","R$ 1.160,96"
319,5/2/2008,1,3,4,6,8,9,10,12,14,16,17,19,20,23,24,7,751,27120,187666,917589,"R$ 129.225,31","R$ 516,21"
320,5/5/2008,1,3,6,9,11,12,14,15,17,18,19,21,22,23,25,3,493,17434,234131,1229263,"R$ 316.958,56","R$ 826,61"
321,5/8/2008,2,3,4,9,10,11,12,13,14,16,17,18,20,24,25,1,363,15732,193924,1100213,"R$ 1.308.152,15","R$ 1.544,46"
322,5/12/2008,1,2,3,5,7,12,13,15,16,17,18,20,21,23,24,2,509,22083,228275,1286179,"R$ 606.827,96","R$ 1.021,89"
323,5/15/2008,1,2,3,4,6,7,9,10,14,17,19,20,21,23,25,1,362,15703,205418,1101654,"R$ 1.207.120,36","R$ 1.429,11"
324,5/19/2008,1,2,3,4,6,7,8,9,10,12,16,20,21,23,24,4,290,11630,189382,1109531,"R$ 377.040,37","R$ 2.228,81"
325,5/23/2008,1,2,4,5,6,7,10,14,15,19,20,22,23,24,25,0,256,10643,149581,880526,"R$ 0,00","R$ 2.041,78"
326,5/26/2008,1,2,4,6,7,8,10,11,12,13,15,17,18,24,25,3,502,18802,238352,1338497,"R$ 845.942,74","R$ 1.125,39"
327,5/29/2008,1,2,3,4,8,12,13,14,15,16,17,18,19,21,23,4,418,16121,223081,1259895,"R$ 241.255,81","R$ 989,43"
328,6/2/2008,2,3,4,5,11,12,13,15,18,19,21,22,23,24,25,2,658,45227,246938,1427296,"R$ 557.712,09","R$ 726,51"
329,6/5/2008,1,2,3,4,8,9,13,14,17,18,20,21,23,24,25,5,606,21890,268768,1374725,"R$ 214.440,72","R$ 758,28"
330,6/9/2008,1,2,5,6,9,12,14,15,17,18,19,22,23,24,25,5,738,31136,296602,1469456,"R$ 232.346,13","R$ 674,64"
331,6/12/2008,1,3,5,6,7,12,13,15,16,18,19,21,22,23,25,7,1215,32125,300389,1421050,"R$ 126.426,54","R$ 312,16"
332,6/16/2008,2,3,5,6,7,10,11,12,14,19,20,21,23,24,25,4,511,17926,215746,1219635,"R$ 392.555,41","R$ 1.316,94"
333,6/19/2008,1,2,5,6,9,11,12,13,14,15,16,18,21,23,25,13,847,29908,259841,1376784,"R$ 69.149,30","R$ 454,85"
334,6/23/2008,1,2,6,7,8,11,13,15,16,17,18,21,22,23,25,5,564,27218,227334,1327880,"R$ 249.447,01","R$ 947,75"
335,6/26/2008,1,3,4,6,7,8,9,11,12,14,16,17,19,20,21,3,365,13738,188747,1009236,"R$ 469.504,44","R$ 1.653,83"
336,6/30/2008,1,2,3,5,6,8,10,11,14,15,16,17,19,22,25,7,655,21173,230794,1182316,"R$ 199.505,51","R$ 913,76"
337,7/3/2008,1,3,4,5,7,8,9,10,11,12,16,18,19,22,23,3,448,16514,211919,1140661,"R$ 433.926,54","R$ 1.245,33"
338,7/7/2008,3,4,5,6,7,9,12,14,15,16,17,19,20,21,25,2,487,18303,246771,1287428,"R$ 721.253,58","R$ 1.269,44"
339,7/10/2008,1,2,5,8,10,13,15,16,18,19,20,21,22,23,24,4,592,20706,240542,1259730,"R$ 296.278,06","R$ 857,95"
340,7/14/2008,2,3,4,5,6,8,9,10,11,14,19,20,21,22,25,1,327,12947,186327,1169660,"R$ 1.687.296,66","R$ 2.211,40"
341,7/17/2008,1,5,7,9,11,12,13,16,18,19,20,21,22,24,25,1,470,18651,218671,1192125,"R$ 1.260.439,81","R$ 1.149,34"
342,7/21/2008,1,3,4,8,11,12,13,15,16,19,20,21,22,23,25,3,526,22656,244613,1441615,"R$ 385.056,00","R$ 941,20"
343,7/24/2008,3,5,6,8,11,12,13,14,15,16,18,19,20,22,25,1,377,16379,212523,1239600,"R$ 1.130.781,71","R$ 1.285,47"
344,7/28/2008,3,4,5,6,9,10,11,12,13,15,16,20,21,24,25,3,504,19170,205613,1218349,"R$ 482.078,39","R$ 1.229,79"
345,7/31/2008,2,7,9,11,12,14,15,16,18,19,20,21,23,24,25,2,487,17730,243678,1169691,"R$ 623.887,52","R$ 1.098,07"
346,8/4/2008,1,2,3,5,6,8,10,12,14,15,17,18,21,23,24,9,1172,30597,286722,1426264,"R$ 136.257,48","R$ 448,43"
347,8/7/2008,3,5,7,8,9,10,11,12,14,15,18,19,20,24,25,1,472,17632,233556,1280973,"R$ 1.352.922,32","R$ 1.228,44"
348,8/11/2008,1,2,5,7,8,12,14,17,18,19,20,21,22,24,25,3,513,19748,237771,1287333,"R$ 492.793,03","R$ 1.235,07"
349,8/14/2008,1,2,5,7,8,12,14,16,17,18,19,20,22,24,25,32,27396,28850,241867,1224170,"R$ 36.966,12","R$ 18,51"
350,8/18/2008,1,2,3,4,6,7,8,9,12,13,14,15,22,23,25,6,469,16607,278066,1360066,"R$ 218.458,22","R$ 1.197,76"
351,8/21/2008,1,2,3,5,7,10,11,12,14,16,17,18,19,23,24,2,407,17560,231726,1290054,"R$ 615.440,05","R$ 1.296,12"
352,8/25/2008,1,2,3,4,6,9,12,13,15,17,18,19,20,22,24,2,565,23106,259188,1343684,"R$ 657.121,53","R$ 996,90"
353,8/28/2008,2,3,7,8,9,11,12,13,17,18,19,20,21,22,23,14,2000,44131,289622,1252694,"R$ 67.443,44","R$ 202,33"
354,9/1/2008,1,2,4,7,8,9,10,12,16,17,18,19,21,22,23,1,436,16846,236753,1379307,"R$ 1.466.707,15","R$ 1.441,72"
355,9/4/2008,2,4,6,7,8,9,10,11,12,13,15,18,19,23,25,4,591,18493,253429,1444467,"R$ 289.376,69","R$ 839,38"
356,9/8/2008,2,4,5,9,10,11,13,14,15,16,19,20,22,24,25,2,821,23749,272108,1335422,"R$ 695.239,96","R$ 725,85"
357,9/11/2008,1,2,5,6,8,9,10,11,13,14,17,19,21,23,25,6,1448,33292,306828,1437076,"R$ 168.827,59","R$ 299,81"
358,9/15/2008,2,4,6,9,10,11,12,14,15,16,17,18,23,24,25,2,552,18299,250995,1333113,"R$ 721.234,78","R$ 1.119,93"
359,9/18/2008,4,7,8,10,11,12,13,16,17,18,19,21,22,24,25,1,300,13923,188972,1182581,"R$ 1.481.108,40","R$ 2.115,87"
360,9/22/2008,1,2,3,4,5,7,8,9,11,17,18,19,20,23,24,2,417,16124,237726,1427989,"R$ 682.532,86","R$ 1.402,94"
361,9/25/2008,1,4,7,9,10,12,13,14,15,16,17,19,20,23,24,4,484,19120,242545,1220594,"R$ 312.794,76","R$ 1.107,89"
362,9/29/2008,1,2,3,4,5,6,7,10,12,13,17,18,22,23,24,8,638,21073,233259,1335651,"R$ 168.748,37","R$ 906,85"
363,10/2/2008,2,3,4,6,8,9,11,13,15,16,17,20,21,22,23,5,668,19545,220182,1174243,"R$ 274.166,02","R$ 879,49"
364,10/6/2008,2,3,4,6,7,9,11,12,13,15,19,20,21,22,24,3,668,20646,252824,1310968,"R$ 447.199,37","R$ 860,74"
365,10/9/2008,3,4,5,8,10,11,12,15,16,18,19,20,23,24,25,2,562,18388,238729,1311049,"R$ 651.227,17","R$ 993,23"
366,10/13/2008,3,5,6,8,9,11,13,15,17,18,20,21,22,23,25,16,1741,34338,363612,1356210,"R$ 56.071,97","R$ 220,85"
367,10/16/2008,1,2,4,7,8,9,12,13,15,17,18,20,21,22,24,39,1459,29602,284400,1349601,"R$ 25.430,52","R$ 291,33"
368,10/20/2008,2,3,4,5,6,11,13,14,15,17,19,20,21,22,24,2,416,16521,233642,1191140,"R$ 675.514,68","R$ 1.391,86"
